iex(1)> RingLogger.attach
:ok
iex(2)> RingLogger.next

00:00:04.141 [info]  Booting Linux on physical CPU 0x0
00:00:04.163 [warn]  brcm-pcie fd500000.pcie: could not get clock

00:00:04.163 [info]  brcm-pcie fd500000.pcie: host bridge /scb/pcie@7d500000 ranges:

00:00:04.163 [info]  brcm-pcie fd500000.pcie:   MEM 0x600000000..0x603ffffff -> 0xf8000000

00:00:04.163 [info]  brcm-pcie fd500000.pcie: link up, 5.0 Gbps x1 (!SSC)

00:00:04.163 [info]  brcm-pcie fd500000.pcie: PCI host bridge to bus 0000:00

00:00:04.163 [info]  pci_bus 0000:00: root bus resource [bus 00-01]

00:00:04.163 [info]  pci_bus 0000:00: root bus resource [mem 0x600000000-0x603ffffff] (bus address [0xf8000000-0xfbffffff])

00:00:04.163 [debug] pci 0000:00:00.0: [14e4:2711] type 01 class 0x060400

00:00:04.163 [debug] pci 0000:00:00.0: PME# supported from D0 D3hot

00:00:04.163 [info]  PCI: bus0: Fast back to back transfers disabled

00:00:04.163 [info]  pci 0000:00:00.0: bridge configuration invalid ([bus 00-00]), reconfiguring

00:00:04.164 [debug] pci 0000:01:00.0: [1106:3483] type 00 class 0x0c0330

00:00:04.164 [debug] pci 0000:01:00.0: reg 0x10: [mem 0x00000000-0x00000fff 64bit]

00:00:04.164 [warn]  Ignoring non-zero exit status from mount ["-t", "f2fs", "-o", "rw", "/dev/mmcblk0p3", "/root"]

00:00:04.164 [debug] pci 0000:01:00.0: PME# supported from D0 D3hot

00:00:04.164 [info]  PCI: bus1: Fast back to back transfers disabled

00:00:04.164 [debug] pci_bus 0000:01: busn_res: [bus 01] end is updated to 01

00:00:04.165 [info]  pci 0000:00:00.0: BAR 8: assigned [mem 0x600000000-0x6000fffff]

00:00:04.165 [info]  pci 0000:01:00.0: BAR 0: assigned [mem 0x600000000-0x600000fff 64bit]

00:00:04.165 [info]  pci 0000:00:00.0: PCI bridge to [bus 01]

00:00:04.165 [info]  pci 0000:00:00.0:   bridge window [mem 0x600000000-0x6000fffff]

00:00:04.165 [info]  pci 0000:00:00.0: enabling device (0140 -> 0142)

00:00:04.165 [info]  pci 0000:01:00.0: enabling device (0140 -> 0142)

00:00:04.165 [info]  pci 0000:01:00.0: quirk_usb_early_handoff+0x0/0x7cc took 54216 usecs

00:00:04.165 [error] bcm2708_fb soc:fb: Unable to determine number of FB's. Assuming 1

00:00:04.165 [info]  bcm2708_fb soc:fb: FB found 1 display(s)

00:00:04.166 [error] raspberrypi-firmware soc:firmware: Request 0x00048003 returned status 0x80000001

00:00:04.166 [error] bcm2708_fb soc:fb: Failed to allocate GPU framebuffer (-22)

00:00:04.166 [error] bcm2708_fb soc:fb: probe failed, err -22

00:00:04.166 [warn]  bcm2708_fb: probe of soc:fb failed with error -22

00:00:04.166 [info]  Serial: 8250/16550 driver, 1 ports, IRQ sharing enabled

00:00:04.166 [info]  iproc-rng200 fe104000.rng: hwrng registered

00:00:04.166 [info]  vc-mem: phys_addr:0x00000000 mem_base=0x3ec00000 mem_size:0x40000000(1024 MiB)

00:00:04.166 [info]  vc-sm: Videocore shared memory driver

00:00:04.166 [info]  gpiomem-bcm2835 fe200000.gpiomem: Initialised: Registers at 0xfe200000

00:00:04.166 [info]  brd: module loaded

00:00:04.166 [info]  loop: module loaded

00:00:04.167 [info]  Loading iSCSI transport class v2.0-870.

00:00:04.167 [error] spi-bcm2835 fe204000.spi: could not get clk: -517

00:00:04.167 [info]  libphy: Fixed MDIO Bus: probed

00:00:04.167 [warn]  bcmgenet fd580000.genet: failed to get enet clock

00:00:04.167 [info]  bcmgenet fd580000.genet: GENET 5.0 EPHY: 0x0000

00:00:04.167 [warn]  bcmgenet fd580000.genet: failed to get enet-wol clock

00:00:04.167 [debug] Jan  1 00:00:04 rngd: Added 2755/4096 bits entropy


00:00:04.167 [warn]  bcmgenet fd580000.genet: failed to get enet-eee clock

00:00:04.167 [debug] Jan  1 00:00:04 rngd: Added 2880/4096 bits entropy


00:00:04.167 [warn]  bcmgenet: Skipping UMAC reset

00:00:04.167 [debug] Jan  1 00:00:04 rngd: Added 2994/4096 bits entropy


00:00:04.167 [warn]  unimac-mdio unimac-mdio.-19: DMA mask not set

00:00:04.167 [debug] Jan  1 00:00:04 rngd: Added 3033/4096 bits entropy


00:00:04.167 [debug] Jan  1 00:00:04 rngd: Added 3069/4096 bits entropy


00:00:04.167 [info]  libphy: bcmgenet MII bus: probed

00:00:04.167 [debug] Jan  1 00:00:04 rngd: Added 3101/4096 bits entropy


00:00:04.168 [info]  unimac-mdio unimac-mdio.-19: Broadcom UniMAC MDIO bus at 0x(ptrval)

00:00:04.168 [debug] Jan  1 00:00:04 rngd: Added 3130/4096 bits entropy


00:00:04.168 [debug] Jan  1 00:00:04 rngd: Added 3157/4096 bits entropy


00:00:04.168 [info]  xhci_hcd 0000:01:00.0: xHCI Host Controller

00:00:04.168 [debug] Jan  1 00:00:04 rngd: Added 3181/4096 bits entropy


00:00:04.168 [debug] Jan  1 00:00:04 rngd: Added 3202/4096 bits entropy


00:00:04.168 [debug] Jan  1 00:00:04 rngd: Added 3222/4096 bits entropy


00:00:04.168 [info]  xhci_hcd 0000:01:00.0: new USB bus registered, assigned bus number 1

00:00:04.168 [info]  xhci_hcd 0000:01:00.0: hcc params 0x002841eb hci version 0x100 quirks 0x0000001000000890

00:00:04.168 [warn]  genirq: irq_chip Brcm_MSI did not update eff. affinity mask of irq 55

00:00:04.168 [info]  usb usb1: New USB device found, idVendor=1d6b, idProduct=0002, bcdDevice= 4.19

00:00:04.168 [info]  usb usb1: New USB device strings: Mfr=3, Product=2, SerialNumber=1

00:00:04.168 [info]  usb usb1: Product: xHCI Host Controller

00:00:04.168 [info]  usb usb1: Manufacturer: Linux 4.19.118 xhci-hcd

00:00:04.168 [info]  usb usb1: SerialNumber: 0000:01:00.0

00:00:04.169 [info]  hub 1-0:1.0: USB hub found

00:00:04.169 [info]  hub 1-0:1.0: 1 port detected

00:00:04.169 [info]  xhci_hcd 0000:01:00.0: xHCI Host Controller

00:00:04.169 [info]  xhci_hcd 0000:01:00.0: new USB bus registered, assigned bus number 2

00:00:04.169 [info]  xhci_hcd 0000:01:00.0: Host supports USB 3.0 SuperSpeed

00:00:04.169 [info]  usb usb2: New USB device found, idVendor=1d6b, idProduct=0003, bcdDevice= 4.19

00:00:04.169 [info]  usb usb2: New USB device strings: Mfr=3, Product=2, SerialNumber=1

00:00:04.169 [info]  usb usb2: Product: xHCI Host Controller

00:00:04.169 [info]  usb usb2: Manufacturer: Linux 4.19.118 xhci-hcd

00:00:04.169 [info]  usb usb2: SerialNumber: 0000:01:00.0

00:00:04.169 [info]  hub 2-0:1.0: USB hub found

00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3240/4096 bits entropy


00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3256/4096 bits entropy


00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3271/4096 bits entropy


00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3284/4096 bits entropy


00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3296/4096 bits entropy


00:00:04.170 [info]  hub 2-0:1.0: 4 ports detected

00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3307/4096 bits entropy


00:00:04.170 [debug] Jan  1 00:00:04 rngd: Added 3317/4096 bits entropy


00:00:04.170 [info]  dwc_otg: version 3.00a 10-AUG-2012 (platform bus)

00:00:04.171 [debug] dwc_otg: FIQ enabled

00:00:04.171 [debug] dwc_otg: NAK holdoff enabled

00:00:04.171 [debug] dwc_otg: FIQ split-transaction FSM enabled

00:00:04.171 [debug] Module dwc_common_port init

00:00:04.171 [info]  usbcore: registered new interface driver usb-storage

00:00:04.171 [info]  i2c /dev entries driver

00:00:04.171 [info]  bcm2835-wdt bcm2835-wdt: Broadcom BCM2835 watchdog timer

00:00:04.171 [info]  sdhci: Secure Digital Host Controller Interface driver

00:00:04.171 [info]  sdhci: Copyright(c) Pierre Ossman

00:00:04.171 [info]  mmc-bcm2835 fe300000.mmcnr: could not get clk, deferring probe

00:00:04.171 [info]  sdhci-pltfm: SDHCI platform and OF driver helper

00:00:04.172 [info]  ledtrig-cpu: registered to indicate activity on CPUs

00:00:04.172 [info]  hidraw: raw HID events driver (C) Jiri Kosina

00:00:04.172 [info]  usbcore: registered new interface driver usbhid

00:00:04.172 [info]  usbhid: USB HID core driver

00:00:04.172 [info]  vchiq: vchiq_init_state: slot_zero = (ptrval), is_master = 0

00:00:04.172 [info]  [vc_sm_connected_init]: start

00:00:04.172 [info]  [vc_sm_connected_init]: end - returning 0

00:00:04.173 [info]  NET: Registered protocol family 10

00:00:04.173 [info]  Segment Routing with IPv6

00:00:04.173 [info]  NET: Registered protocol family 17

00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3326/4096 bits entropy


00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3334/4096 bits entropy


00:00:04.173 [info]  Registering SWP/SWPB emulation handler

00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3341/4096 bits entropy


00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3348/4096 bits entropy


00:00:04.173 [info]  Loading compiled-in X.509 certificates

00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3354/4096 bits entropy


00:00:04.173 [info]  pstore: Using compression: deflate

00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3359/4096 bits entropy


00:00:04.173 [info]  uart-pl011 fe201000.serial: cts_event_workaround enabled

00:00:04.173 [debug] Jan  1 00:00:04 rngd: Added 3364/4096 bits entropy


00:00:04.173 [info]  fe201000.serial: ttyAMA0 at MMIO 0xfe201000 (irq = 34, base_baud = 0) is a PL011 rev2

00:00:04.173 [info]  console [ttyS0] disabled

00:00:04.173 [info]  fe215040.serial: ttyS0 at MMIO 0x0 (irq = 37, base_baud = 62500000) is a 16550

00:00:04.174 [info]  console [ttyS0] enabled

00:00:04.174 [info]  bcm2835-power bcm2835-power: Broadcom BCM2835 power domains driver

00:00:04.174 [info]  brcmstb_thermal fd5d2200.thermal: registered AVS TMON of-sensor driver

00:00:04.174 [warn]  Formatting application partition. If this hangs, it could be waiting on the urandom pool to be initialized

00:00:04.174 [info]  mmc-bcm2835 fe300000.mmcnr: mmc_debug:0 mmc_debug2:0

00:00:04.174 [debug] Jan  1 00:00:04 rngd: Added 3369/4096 bits entropy


00:00:04.174 [info]  mmc-bcm2835 fe300000.mmcnr: DMA channel allocated

00:00:04.174 [debug] Jan  1 00:00:04 rngd: Added 3373/4096 bits entropy


00:00:04.174 [debug] Jan  1 00:00:04 rngd: Added 3377/4096 bits entropy


00:00:04.174 [info]  sdhci-iproc fe340000.emmc2: Linked as a consumer to regulator.3

00:00:04.174 [debug] Jan  1 00:00:04 rngd: Reading entropy from Hardware RNG Device


00:00:04.174 [info]  sdhci-iproc fe340000.emmc2: Linked as a consumer to regulator.4

00:00:04.174 [warn]  mmc1: queuing unknown CIS tuple 0x80 (2 bytes)

00:00:04.174 [warn]  mmc1: queuing unknown CIS tuple 0x80 (3 bytes)

00:00:04.174 [warn]  mmc1: queuing unknown CIS tuple 0x80 (3 bytes)

00:00:04.174 [info]  mmc0: SDHCI controller on fe340000.emmc2 [fe340000.emmc2] using ADMA

00:00:04.174 [info]  of_cfs_init

00:00:04.175 [info]  of_cfs_init: OK

00:00:04.175 [info]  Waiting for root device /dev/mmcblk0p2...

00:00:04.175 [warn]  mmc1: queuing unknown CIS tuple 0x80 (7 bytes)

00:00:04.175 [warn]  mmc1: queuing unknown CIS tuple 0x80 (3 bytes)

00:00:04.175 [info]  random: fast init done

00:00:04.175 [info]  mmc1: new high speed SDIO card at address 0001

00:00:04.175 [info]  mmc0: new ultra high speed DDR50 SDHC card at address 59b4

00:00:04.175 [info]  mmcblk0: mmc0:59b4 USDU1 14.9 GiB

00:00:04.175 [info]   mmcblk0: p1 p2 p3

00:00:04.175 [info]  usb 1-1: new high-speed USB device number 2 using xhci_hcd

00:00:04.175 [info]  VFS: Mounted root (squashfs filesystem) readonly on device 179:2.

00:00:04.175 [info]  devtmpfs: mounted

00:00:04.176 [info]  Freeing unused kernel memory: 2048K

00:00:04.176 [info]  Run /sbin/init as init process

00:00:04.176 [info]  F2FS-fs (mmcblk0p3): Magic Mismatch, valid(0xf2f52010) - read(0xffffffff)

00:00:04.176 [error] F2FS-fs (mmcblk0p3): Can't find valid F2FS filesystem in 1th superblock

00:00:04.176 [info]  F2FS-fs (mmcblk0p3): Magic Mismatch, valid(0xf2f52010) - read(0xffffffff)

00:00:04.176 [error] F2FS-fs (mmcblk0p3): Can't find valid F2FS filesystem in 2th superblock

00:00:04.176 [info]  F2FS-fs (mmcblk0p3): Magic Mismatch, valid(0xf2f52010) - read(0xffffffff)

00:00:04.176 [error] F2FS-fs (mmcblk0p3): Can't find valid F2FS filesystem in 1th superblock

00:00:04.176 [info]  F2FS-fs (mmcblk0p3): Magic Mismatch, valid(0xf2f52010) - read(0xffffffff)

00:00:04.176 [info]  usb 1-1: New USB device found, idVendor=2109, idProduct=3431, bcdDevice= 4.21

00:00:04.176 [error] F2FS-fs (mmcblk0p3): Can't find valid F2FS filesystem in 2th superblock

00:00:04.176 [info]  usb 1-1: New USB device strings: Mfr=0, Product=1, SerialNumber=0

00:00:04.177 [warn]  erlinit: Cannot mount /dev/mmcblk0p3 at /root: Invalid argument

00:00:04.177 [info]  usb 1-1: Product: USB2.0 Hub

00:00:04.177 [info]  hub 1-1:1.0: USB hub found

00:00:04.177 [info]  hub 1-1:1.0: 4 ports detected

00:00:04.177 [info]  usb 1-1.1: new high-speed USB device number 3 using xhci_hcd

00:00:04.177 [info]  usb 1-1.1: New USB device found, idVendor=2c7c, idProduct=0296, bcdDevice= 0.00

00:00:04.177 [info]  usb 1-1.1: New USB device strings: Mfr=3, Product=2, SerialNumber=4

00:00:04.177 [info]  usb 1-1.1: Product: Qualcomm CDMA Technologies MSM

00:00:04.177 [info]  usb 1-1.1: Manufacturer: Qualcomm, Incorporated

00:00:04.177 [info]  usb 1-1.1: SerialNumber: 8b00d7d3

00:00:04.177 [warn]  heart: kernel watchdog activated (interval 5s)

00:00:04.178 [info]  F2FS-fs (mmcblk0p3): Magic Mismatch, valid(0xf2f52010) - read(0xffffffff)

00:00:04.178 [error] F2FS-fs (mmcblk0p3): Can't find valid F2FS filesystem in 1th superblock

00:00:04.178 [info]  random: crng init done

00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3380/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3383/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3386/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3388/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3454/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3514/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3569/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3618/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3663/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3703/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3740/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3773/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3804/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3831/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3856/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3878/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3898/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3917/4096 bits entropy


00:00:04.219 [debug] Jan  1 00:00:04 rngd: Added 3934/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 3949/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 3962/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 3975/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 3986/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 3996/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 4006/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 4014/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 4022/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 4028/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Added 4035/4096 bits entropy


00:00:04.220 [debug] Jan  1 00:00:04 rngd: Pool full at 4096, sleeping!


00:00:04.226 [warn]  vc_sm_cma: module is from the staging directory, the quality is unknown, you have been warned.

00:00:04.226 [info]  bcm2835_vc_sm_cma_probe: Videocore shared memory driver

00:00:04.230 [info]  [vc_sm_connected_init]: start

00:00:04.240 [info]  [vc_sm_connected_init]: installed successfully

00:00:04.380 [info]  media: Linux media interface: v0.10

00:00:04.440 [info]  videodev: Linux video capture interface: v2.00

00:00:04.500 [warn]  bcm2835_mmal_vchiq: module is from the staging directory, the quality is unknown, you have been warned.

00:00:04.523 [warn]  bcm2835_codec: module is from the staging directory, the quality is unknown, you have been warned.

00:00:04.523 [info]  bcm2835-codec bcm2835-codec: Device registered as /dev/video10

00:00:04.530 [info]  bcm2835-codec bcm2835-codec: Loaded V4L2 decode

